case,TypeAcid,TotalDrivers,DeadPeople,Total_injuries,Unharmed,TypePlace,WeekDay,Month,HourNear,Motorcycle ,HeavyVehicle,LightVehicle,Vehicle,RoadType,Severity,DayOfYear,DayShift,Holidays,AccidentCause,AccidentClassification,DayPath ,WeatherCondition,Year,Latitude/Longitude
1026,Pedestrian run over,1,1,0,0,Paved,Saturday,7,1:00PM,NO,1,0,1,Paved,Yes,17,pm,Yes,Lack of focus,With fatal victims,Midday,clear,2021,
1027,Overturns,2,1,0,0,Paved,Saturday,7,11:35PM,NO,0,1,1,Paved,Yes,17,pm,Yes,Overspeed,With fatal victims,Midday,clear,2021,
1028,Collision with a car,2,0,2,0,Paved,Saturday,7,4:00PM,NO,2,0,2,Paved,Yes,17,pm,Yes,Overspeed,with injured victims,dusk,clear,2021,
1029,Collision with a fixed object,2,1,1,0,Paved,Saturday,7,6:30AM,NO,0,1,1,Paved,Yes,17,pm,Yes,Overspeed,With fatal victims,Morning,clear,2021,
1030,Collision with a car,5,0,4,1,Paved,Suday,7,4:00PM,NO,1,2,3,Paved,Yes,18,pm,Yes,Lack of focus,with injured victims,dusk,clear,2021,
1031,Pedestrian run over,1,0,1,0,Paved,Sunday,7,12:00PM,NO,0,1,1,Paved,Yes,18,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1032,Collision with a fixed object,2,0,1,1,Paved,Sunday,7,2:30AM,NO,0,1,1,Paved,Yes,18,am,Yes,Lack of focus,with injured victims,Night,clear,2021,
1033,Collision with a fixed object,3,0,3,0,Paved,Sunday,7,1:30AM,NO,0,1,1,Paved,Yes,18,am,Yes,Overspeed,with injured victims,Night,clear,2021,
1034,Overturns,3,0,2,1,Paved,Sunday,7,2:56AM,NO,1,0,1,Paved,Yes,18,am,Yes,Overspeed,with injured victims,Night,clear,2021,
1035,Collision with a car,3,3,0,0,Paved,Sunday,7,9:30PM,NO,1,1,2,Paved,Yes,18,pm,Yes,Irregular overtaking,with injured victims,Night,clear,2021,
1036,Overturns,1,1,0,0,Paved,Monday,7,8:45PM,NO,1,0,1,Paved,Yes,19,pm,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1037,Collision with a car,3,2,1,0,Paved,Tuesday,7,11:50PM,NO,1,1,2,Paved,Yes,20,pm,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1038,Collision with a fixed object,1,1,0,0,Paved,Tuesday,7,6:30AM,NO,0,1,1,Paved,Yes,20,am,Yes,Lack of focus,with injured victims,Morning,clear,2021,
1039,Collision with a fixed object,3,0,3,0,Paved,Tuesday,7,10:35AM,NO,1,0,1,Paved,Yes,20,am,Yes,Overspeed,with injured victims,Morning,clear,2021,
1040,Pedestrian run over,2,1,0,1,Paved,Tuesday,7,3:30PM,NO,0,1,1,Paved,Yes,20,am,Yes,Lack of focus,With fatal victims,Midday,clear,2021,
1041,Collision with a car,3,0,2,1,Paved,Wednesday,7,11:30AM,NO,1,1,2,Paved,Yes,20,am,Yes,Overspeed,with injured victims,Morning,clear,2021,
1042,Collision with a car,9,3,6,0,Paved,Wednesday,7,2:30AM,NO,0,2,2,Paved,Yes,21,am,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1043,Collision with a car,5,1,4,0,Paved,Wednesday,7,7:35PM,NO,0,2,2,Paved,Yes,21,pm,Yes,Overspeed,with injured victims,Night,clear,2021,
1044,Pedestrian run over,2,0,1,1,Paved,Friday,7,1:00PM,NO,0,1,1,Paved,Yes,22,pm,Yes,Overspeed,with injured victims,Midday,clear,2021,
1045,Collision with a car,2,0,2,0,Paved,Friday,7,12:50PM,NO,1,1,2,Paved,Yes,23,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1046,Collision with a car,1,0,1,0,Paved,Friday,7,9:00AM,NO,0,1,1,Paved,Yes,23,am,Yes,Overspeed,with injured victims,Morning,clear,2021,
1047,Collision with a fixed object,4,0,3,1,Paved,Friday,7,3:30AM,NO,0,1,1,Paved,Yes,23,am,Yes,Overspeed,with injured victims,Dawn,clear,2021,
1048,Collision with a fixed object,3,0,2,1,Paved,Friday,7,12:30PM,NO,1,0,1,Paved,Yes,23,pm,Yes,Overspeed,with injured victims,Midday,clear,2021,
1049,Pedestrian run over,1,1,0,0,Paved,Saturday,7,6:00AM,NO,1,0,1,Paved,Yes,24,am,Yes,Lack of focus,With fatal victims,Morning,clear,2021,
1050,Collision with a fixed object,1,0,1,0,Paved,Saturday,7,1:59PM,NO,1,0,1,Paved,Yes,24,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1051,Collision,9,1,7,1,Paved,Saturday,7,1:30PM,NO,0,2,2,Paved,Yes,24,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1052,Pedestrian run over,2,1,0,0,Paved,Saturday,7,6:30PM,NO,0,1,1,Paved,Yes,24,pm,Yes,Lack of focus,With fatal victims,dusk,clear,2021,
1053,Collision with a fixed object,1,1,0,0,Paved,Saturday,7,9:30PM,NO,0,1,1,Paved,Yes,24,pm,Yes,Overspeed,With fatal victims,Night,clear,2021,
1054,Get out of the way,1,1,0,0,Paved,Sunday,7,8:30AM,NO,0,1,1,Paved,Yes,25,am,Yes,Overspeed,With fatal victims,Morning,clear,2021,
1055,Collision with a car,2,2,0,0,Paved,Sunday,7,8:30PM,NO,2,0,2,Paved,Yes,25,pm,Yes,Irregular rotation,With fatal victims,Night,clear,2021,
1056,Collision with a car,5,0,4,1,Paved,Monday,7,12:30PM,NO,2,0,2,Paved,Yes,26,pm,Yes,Overspeed,With fatal victims,Midday,clear,2021,
1057,Collision with a car,6,0,5,1,Paved,Monday,7,11:45PM,NO,2,0,2,Paved,Yes,26,pm,Yes,Irregular rotation,with injured victims,Morning,clear,2021,
1058,Overturns,1,1,0,0,Paved,Monday,7,7:15AM,NO,1,0,1,Paved,Yes,26,am,Yes,Lack of focus,With fatal victims,Morning,clear,2021,
1059,Pedestrian run over,3,1,0,2,Paved,Monday,7,2:12PM,NO,0,1,1,Paved,Yes,26,pm,Yes,Lack of focus,With fatal victims,Midday,clear,2021,
1060,Collision with a car,6,1,4,1,Paved,Monday,7,10:30AM,NO,0,3,3,Paved,Yes,26,am,Yes,Irregular overtaking,with injured victims,Morning,clear,2021,
1061,Collision with a car,6,1,2,3,Paved,Tuesday,7,3:06AM,NO,1,3,4,Paved,Yes,27,am,Yes,Overspeed,with injured victims,Morning,clear,2021,
1062,Overturns,1,0,1,0,Paved,Tuesday,7,5:45AM,NO,1,0,1,Paved,Yes,27,am,Yes,Overspeed,with injured victims,Morning,clear,2021,
1063,Overturns,2,1,1,0,Paved,Tuesday,7,8:50AM,NO,1,0,1,Paved,Yes,27,am,Yes,Lack of focus,With fatal victims,Morning,clear,2021,
1064,Collision with a fixed object,2,0,2,0,Paved,Wednesday,7,2:10AM,NO,1,0,1,Paved,Yes,28,am,Yes,Lack of focus,with injured victims,Night,clear,2021,
1065,Collision with a car,10,1,9,0,Paved,Wednesday,7,10:00PM,NO,2,0,2,Paved,Yes,28,pm,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1066,Pedestrian run over,2,0,1,1,Paved,Wednesday,7,4:00PM,NO,0,1,1,Paved,Yes,28,pm,Yes,Lack of focus,with injured victims,dusk,clear,2021,
1067,Collision with a car,6,0,6,0,Paved,Thursday,7,10:23AM,NO,0,2,2,Paved,Yes,29,am,Yes,Irregular overtaking,with injured victims,Morning,clear,2021,
1068,Pedestrian run over,2,1,0,1,Paved,Thursday,7,10:30AM,NO,1,0,1,Paved,Yes,29,am,Yes,Lack of focus,With fatal victims,Morning,clear,2021,
1069,Collision with a car,2,0,1,1,Paved,Friday,7,2:30AM,NO,2,0,2,Paved,Yes,30,am,Yes,Lack of focus,with injured victims,Dawn,clear,2021,
1070,Collision with a fixed object,4,0,4,0,Paved,Friday,7,4:30PM,No,1,0,1,Paved,Yes,30,pm,Yes,Lack of focus,with injured victims,dusk,clear,2021,
1071,Collision with a car,3,0,1,2,Paved,Friday,7,12:30PM,No,1,1,2,Paved,Yes,30,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1072,Overturns,3,1,2,0,Paved,Saturday,7,6:30AM,No,1,0,1,Paved,Yes,31,am,Yes,Overspeed,With fatal victims,Morning,clear,2021,
1073,Overturns,1,1,0,0,Paved,Saturday,7,5:29AM,No,1,0,1,Paved,Yes,31,am,Yes,Lack of focus,With fatal victims,Morning,clear,2021,
1074,Overturns,2,0,1,1,Paved,Saturday,7,12:30PM,No,1,0,1,Paved,Yes,31,pm,Yes,Overspeed,with injured victims,Midday,clear,2021,
1075,Pedestrian run over,2,0,1,1,Paved,Sunday,8,3:45PM,No,0,1,1,Paved,Yes,1,pm,No,Overspeed,with injured victims,dusk,clear,2021,
1076,Overturns,1,0,1,0,Paved,Monday,8,11:40AM,No,0,1,1,Paved,Yes,1,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1077,Overturns,1,0,1,0,Paved,Monday,8,4:00PM,No,0,1,0,Paved,Yes,1,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1078,Collision with a car,5,0,3,2,Paved,Monday,8,8:00PM,NO,1,1,2,Paved,Yes,1,pm,No,Lack of focus,with injured victims,Night,clear,2021,
1079,Collision a with a car,6,2,2,2,Paved,Tuesday,8,1:45AM,No,1,1,2,Paved,Yes,1,am,No,Overspeed,With fatal victims,Dawn,clear,2021,
1080,Collision with a car,3,3,0,0,Paved,Monday,8,4:30PM,No,2,0,2,Paved,Yes,1,pm,No,Overspeed,With fatal victims,dusk,clear,2021,
1081,Overturns,3,2,1,0,Paved,Wednesday,8,11:30AM,No,1,0,1,Paved,Yes,2,am,No,Lack of focus,With fatal victims,Morning,clear,2021,
1082,Collision with a fixed object,2,0,2,0,Paved,Wednesday,8,7:00AM,No,0,1,1,Paved,Yes,2,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1083,Pedestrian run over,2,0,1,1,Paved,Wednesday,8,4:00AM,No,0,1,1,Paved,Yes,2,am,No,Lack of focus,with injured victims,Dawn,clear,2021,
1084,Collision with a car,5,3,2,0,Paved,Wednesday,8,6:00PM,No,2,0,2,Paved,Yes,2,pm,NO,Lack of focus,With fatal victims,dusk,clear,2021,
1085,Collision with a car,8,3,5,0,Paved,Wednesday,8,2:00PM,No,1,1,2,Paved,Yes,2,pm,NO,Overspeed,With fatal victims,Midday,clear,2021,
1086,Collision with a car,3,0,2,1,Paved,Thursday,8,8:00AM,No,0,2,2,Paved,Yes,3,am,No,Irregular rotation,with injured victims,Morning,clear,2021,
1087,Collision with a car,3,0,2,1,Paved,Thursday,8,7:30AM,No,2,0,2,Paved,Yes,3,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1088,Pedestrian run over,2,0,1,1,Paved,Friday,8,7:30PM,NO,0,1,1,Paved,Yes,4,pm,Yes,Lack of focus,with injured victims,Night,clear,2021,
1089,Overturns,1,1,0,0,Paved,Friday,8,7:30PM,NO,1,0,1,Paved,Yes,4,pm,Yes,Overspeed,With fatal victims,Night,clear,2021,
1090,Pedestrian run over,2,1,0,1,Paved,Friday,8,9:44PM,NO,0,1,1,Paved,Yes,4,pm,Yes,Overspeed,With fatal victims,Night,clear,2021,
1091,Collision with a car,2,0,1,1,Paved,Saturday,8,7:20PM,NO,0,2,2,Paved,Yes,5,pm,Yes,Lack of focus,With injured victims,Night,clear,2021,
1092,Collision with a fixed object,2,1,1,0,Paved,Saturday,8,5:00PM,NO,0,1,1,Paved,Yes,5,pm,Yes,Lack of focus,With fatal victims,dusk,clear,2021,
1093,Collision with a car,4,1,3,0,Paved,Saturday,8,12:35PM,NO,1,1,2,Paved,Yes,5,pm,Yes,Lack of focus,With fatal victims,Midday,clear,2021,
1094,Pedestrian run over,2,0,1,1,Paved,Saturday,8,1:30PM,NO,1,0,1,Paved,Yes,5,pm,Yes,Lack of focus,With injured victims,Midday,clear,2021,
1095,Collision with a car,6,0,3,3,Paved,Saturday,8,12:35PM,NO,4,0,4,Paved,Yes,5,pm,Yes,Overspeed,With injured victims,Midday,clear,2021,
1096,Pedestrian run over,2,1,0,1,Paved,Saturday,8,3:30PM,NO,1,0,1,Paved,Yes,5,pm,Yes,Overspeed,With fatal victims,Midday,clear,2021,
1097,Pedestrian run over,2,0,1,1,Paved,Sunday,8,3:00AM,NO,0,1,1,Paved,Yes,5,am,NO,Lack of focus,with injured victims,Dawn,clear,2021,
1097,Overturns,5,3,2,0,Paved,Sunday,8,6:30PM,NO,1,0,1,Paved,Yes,5,pm,NO,Lack of focus,With fatal victims,dusk,clear,2021,
1098,Overturns,2,1,1,0,Paved,Monday,8,3:00PM,NO,1,0,1,Paved,Yes,6,pm,NO,Overspeed,With fatal victims,Midday,clear,2021,
1099,Collision with a car,5,1,3,1,Paved,Tuesday,8,5:30AM,NO,1,0,1,Paved,Yes,7,am,NO,Overspeed,With fatal victims,Dawn,clear,2021,
1100,Overturns,2,1,1,0,Paved,Tuesday,8,9:00AM,NO,1,0,1,Paved,Yes,7,am,NO,Lack of focus,With fatal victims,Morning,clear,2021,
1101,Collidion with a car,2,0,1,1,Paved,Tuesday,8,9:30PM,NO,1,1,2,Paved,Yes,7,pm,No,Lack of focus,with injured victims,Night,clear,2021,
1102,Collision with a car,4,1,3,0,Paved,Tuesday,8,10:52AM,NO,2,0,2,Paved,Yes,7,am,No,Lack of focus,With fatal victims,Morning,clear,2021,
1103,Collision with a fixed object,12,0,7,5,Paved,Wednesday,8,8:00PM,NO,1,0,1,Paved,Yes,8,pm,No,Overspeed,with injured victims,Night,clear,2021,
1104,Pedestrian run over,2,0,1,1,Paved,Wednesday,8,3:11PM,NO,0,1,1,Paved,Yes,8,pm,No,Irregular rotation,with injured victims,Midday,clear,2021,
1105,Collision with a car,2,0,2,0,Paved,Wednesday,8,1:00AM,NO,0,1,1,Paved,Yes,8,am,No,Lack of focus,with injured victims,Dawn,clear,2021,
1106,Collision with a car,4,0,3,1,Paved,Thursday,8,4:00AM,NO,1,1,2,Paved,Yes,9,am,NO,Lack of focus,with injured victims,Dawn,clear,2021,
1107,Collision with a car,2,0,1,1,Paved,Thursday,8,12:15PM,NO,1,1,2,Paved,Yes,9,pm,NO,Irregular rotation,with injured victims,Midday,clear,2021,
1108,Pedestrian run over,2,0,1,1,Paved,Friday,8,1:57AM,NO,0,1,1,Paved,Yes,10,am,Yes,Overspeed,with injured victims,Night,clear,2021,
1109,Collision with a fixed object,1,1,0,0,Paved,Friday,8,6:50AM,NO,0,1,1,Paved,Yes,10,am,Yes,Lack of focus,With fatal victims,Morning,clear,2021,
1110,Pedestrian run over,2,1,0,1,Paved,Friday,8,1:40PM,NO,1,0,1,Paved,Yes,10,pm,Yes,Lack of focus,With fatal victims,Midday,clear,2021,
1111,Collision with a car,3,0,1,2,Paved,Friday,8,1:45PM,NO,1,1,2,Paved,Yes,10,pm,Yes,Overspeed,with injured victims,Night,clear,2021,
1112,Overturns,1,1,0,0,Paved,Saturday,8,11:50PM,NO,1,0,1,Paved,Yes,11,pm,Yes,Overspeed,With fatal victims,Night,clear,2021,
1113,Collision with a car,2,1,0,1,Paved,Saturday,8,4:00PM,NO,1,1,2,Paved,Yes,11,pm,Yes,Lack of focus,With fatal victims,dusk,clear,2021,
1114,Pedestrian run over,1,1,0,0,Paved,Saturday,8,12:30PM,NO,1,0,1,Paved,Yes,11,pm,Yes,Lack of focus,With fatal victims,Midday,clear,2021,
1115,Collision with a car,9,4,5,0,Paved,Sunday,8,7:05AM,NO,0,2,2,Paved,Yes,12,am,No,Overspeed,With fatal victims,Morning,clear,2021,
1116,Pedestrian run over,2,1,0,1,Paved,Sunday,8,6:26PM,NO,1,0,1,Paved,Yes,12,pm,No,Lack of focus,With fatal victims,dusk,clear,2021,
1117,Collision with a car,2,1,0,1,Paved,Sunday,8,11:30PM,NO,1,1,2,Paved,Yes,12,pm,No,Lack of focus,With fatal victims,Night,clear,2021,
