case,TypeAcid,TotalDrivers,DeadPeople,Total_injuries,Unharmed,TypePlace,WeekDay,Month,HourNear,Motorcycle ,HeavyVehicle,LightVehicle,Vehicle,RoadType,Severity,DayOfYear,DayShift,Holidays,AccidentCause,AccidentClassification,DayPath ,WeatherCondition,Year,Latitude/Longitude
1198,Collision with a car,3,1,2,0,Paved,Thursday,9,9:30PM,NO,0,2,2,Paved,Yes,11,pm,NO,Lack of focus,With fatal victims,Night,clear,2021,
1199,Pedestrian run over,2,0,1,1,Paved,Friday,9,7:00PM,NO,0,1,1,Paved,Yes,12,pm,Yes,Overspeed,with injured victims,Night,clear,2021,
1200,Collision with a car,3,1,2,0,Paved,Saturday,9,3:15AM,NO,2,0,2,Paved,Yes,13,am,Yes,Overspeed,With fatal victims,Dawn,clear,2021,
1201,Collision with a car,2,0,1,1,Paved,Saturday,9,2:55AM,NO,1,1,2,Paved,Yes,13,am,Yes,Lack of focus,with injured victims,Dawn,clear,2021,
1202,Collision with a fixed object,1,0,1,0,Paved,Saturday,9,5:30AM,NO,0,1,1,Paved,Yes,13,am,Yes,Overspeed,with injured victims,Dawn,clear,2021,
1203,Collision with a fixed object,2,0,2,0,Paved,Saturday,9,11:30AM,NO,0,1,1,Paved,Yes,13,am,Yes,Lack of focus,with injured victims,Morning,clear,2021,
1204,Collision with a car,1,0,1,0,Paved,Saturday,9,9:30PM,NO,1,0,1,Paved,Yes,13,pm,Yes,Overspeed,with injured victims,Night,clear,2021,
1205,Collision with a fixed object,1,0,1,1,Paved,Saturday,9,8:00AM,NO,1,0,1,Paved,Yes,13,am,Yes,Overspeed,with injured victims,Morning,clear,2021,
1206,Pedestrian run over,2,0,1,1,Paved,Saturday,9,3:10AM,NO,1,0,1,Paved,Yes,13,am,Yes,Lack of focus,with injured victims,Dawn,clear,2021,
1207,Collision with a car,2,1,1,0,Paved,Saturday,9,3:15AM,NO,1,1,2,Paved,Yes,13,am,Yes,Irregular rotation,With fatal victims,Dawn,clear,2021,
1208,Collision with a fixed object,1,1,0,0,Paved,Saturday,9,3:15AM,NO,1,0,1,Paved,Yes,13,am,Yes,Overspeed,With fatal victims,Dawn,clear,2021,
1209,Overturns,1,1,0,0,Paved,Saturday,9,4:30AM,NO,1,0,1,Paved,Yes,13,pm,Yes,Overspeed,With fatal victims,dusk,clear,2021,
1210,Collision with a car,6,0,4,2,Paved,Saturday,9,12:00PM,NO,0,2,2,Paved,Yes,13,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1211,Collision with a car,1,1,0,0,Paved,Sunday,9,12:50PM,NO,1,0,1,Paved,Yes,14,pm,No,Lack of focus,With fatal victims,Midday,clear,2021,
1212,Collision with a car,2,0,1,1,Paved,Sunday,9,2:30AM,NO,2,0,2,Paved,Yes,14,am,No,Lack of focus,with injured victims,Dawn,clear,2021,
1213,Collision with a fixed object,1,0,1,0,Paved,Sunday,9,6:30AM,NO,0,1,1,Paved,Yes,14,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1214,Collision with a car,1,0,5,0,Paved,Sunday,9,4:38AM,NO,0,2,2,Paved,Yes,14,am,No,Overspeed,with injured victims,Dawn,clear,2021,
1215,Collision with a car,9,1,7,1,Paved,Monday,9,1:47AM,NO,1,1,2,Paved,Yes,15,am,No,Overspeed,with injured victims,Night,clear,2021,
1216,Overturns,2,1,0,1,Paved,Tuesday,9,7:00AM,NO,1,0,1,Paved,Yes,16,am,No,Overspeed,With fatal victims,Morning,clear,2021,
1217,Overturns,2,1,1,0,Paved,Wednesday,9,7:30PM,NO,1,0,1,Paved,Yes,17,pm,No,Overspeed,With fatal victims,Night,clear,2021,
1218,Overturns,2,1,1,0,Paved,Thursday,9,2:09AM,NO,0,1,1,Paved,Yes,18,am,No,Overspeed,with injured victims,Night,clear,2021,
1219,Collision with a car,4,1,2,1,Paved,Thursday,9,12:20AM,NO,1,1,2,Paved,Yes,18,am,No,Irregular rotation,With fatal victims,Morning,clear,2021,
1220,Overturns,2,0,2,0,Paved,Friday,9,7:30PM,NO,0,1,1,Paved,Yes,20,pm,Yes,Overspeed,with injured victims,Night,clear,2021,
1221,Collision with a car,4,0,3,1,Paved,Thursday,9,4:00PM,NO,1,1,2,Paved,Yes,19,pm,No,Overspeed,with injured victims,dusk,clear,2021,
1222,Pedestrian run over,2,0,1,1,Paved,Thursday,9,2:30AM,NO,0,1,1,Paved,Yes,19,am,No,Overspeed,with injured victims,Dawn,clear,2021,
1223,Pedestrian run over,2,0,1,1,Paved,Friday,9,10:25PM,NO,0,1,1,Paved,Yes,20,pm,Yes,Lack of focus,with injured victims,Night,clear,2021,
1224,Collision with a car,3,0,2,1,Paved,Friday,9,5:30PM,NO,1,1,2,Paved,Yes,20,pm,Yes,Irregular overtaking,with injured victims,dusk,clear,2021,
1225,Overturns,1,0,1,0,Paved,Saturday,9,2:30PM,NO,1,0,1,Paved,Yes,21,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1226,Pedestrian run over,4,1,1,2,Paved,Saturday,9,9:38PM,NO,1,1,2,Paved,Yes,21,pm,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1227,Collision with a fixed object,2,0,2,0,Paved,Saturday,9,1:40AM,NO,0,1,1,Paved,Yes,21,am,Yes,Overspeed,with injured victims,Night,clear,2021,
1228,Overturns,2,0,2,0,Paved,Sunday,9,6:30PM,NO,0,1,1,Paved,Yes,22,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1229,Overturns,3,0,3,0,Paved,Sunday,9,3:01AM,NO,0,1,1,Paved,Yes,23,am,No,Lack of focus,with injured victims,Dawn,clear,2021,
1230,Collision with a car,2,0,1,1,Paved,Sunday,9,4:00AM,NO,0,2,2,Paved,Yes,23,am,No,Lack of focus,with injured victims,Dawn,clear,2021,
1231,Collision with a car,2,0,1,1,Paved,Monday,9,1:30AM,NO,2,0,2,Paved,Yes,24,am,No,Lack of focus,with injured victims,Night,clear,2021,
1232,Overturns,1,0,1,0,Paved,Monday,9,12:30PM,NO,1,0,1,Paved,Yes,24,pm,No,Overspeed,with injured victims,Midday,clear,2021,
1233,Collision with a car,4,0,4,0,Paved,Tuesday,9,7:00AM,NO,0,2,2,Paved,Yes,25,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1234,Collision with a fixed object,2,1,0,1,Paved,Tuesday,9,7:45AM,NO,0,2,2,Paved,Yes,25,am,No,Overspeed,With fatal victims,Morning,clear,2021,
1235,Overturns,3,0,3,0,Paved,Tuesday,9,11:30AM,NO,1,0,1,Paved,Yes,25,am,No,Overspeed,with injured victims,Morning,clear,2021,
1236,Collision with a car,2,0,1,1,Paved,Tuesday,9,5:30PM,NO,0,2,2,Paved,Yes,25,pm,No,Irregular rotation,with injured victims,Midday,clear,2021,
1237,Collision with a car,2,0,2,0,Paved,Tuesday,9,4:40PM,NO,1,0,1,Paved,Yes,25,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1238,Overturns,5,4,1,0,Paved,Tuesday,9,11:00AM,NO,1,0,1,Paved,Yes,25,am,No,Overspeed,With fatal victims,Morning,clear,2021,
1239,Collision with a car,3,1,1,1,Paved,Wednesday,9,3:30AM,NO,1,1,2,Paved,Yes,27,am,No,Overspeed,With fatal victims,Dawn,clear,2021,
1240,Collision with a fixed object,2,1,1,0,Paved,Wednesday,9,2:40AM,NO,1,0,1,Paved,Yes,27,am,No,Overspeed,With fatal victims,Dawn,clear,2021,
1241,Pedestrian run over,2,0,1,1,Paved,Wednesday,9,5:10AM,NO,0,1,1,Paved,Yes,27,am,No,Lack of focus,with injured victims,Dawn,clear,2021,
1242,Collision with a car,2,1,1,0,Paved,Thursday,9,5:00APM,NO,2,0,2,Paved,Yes,28,pm,Yes,Irregular rotation,With fatal victims,dusk,clear,2021,
1243,Collision with a car,4,2,1,0,Paved,Thursday,9,12:00PM,NO,1,2,3,Paved,Yes,28,pm,Yes,Irregular rotation,With fatal victims,Midday,clear,2021,
1244,Collision with a car,5,0,5,0,Paved,Thursday,9,7:30PM,NO,2,0,2,Paved,Yes,28,pm,Yes,Irregular overtaking,with injured victims,Night,clear,2021,
1245,Pedestrian run over,2,1,0,1,Paved,Thursday,9,11:45PM,NO,0,1,0,Paved,Yes,28,pm,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1246,Collision with a fixed object,4,0,2,2,Paved,Friday,9,5:00P[M,NO,0,1,1,Paved,Yes,29,pm,Yes,Lack of focus,with injured victims,dusk,clear,2021,
1247,Collision with a car,2,1,0,1,Paved,Friday,9,2:30PM,NO,1,1,2,Paved,Yes,29,pm,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1248,Pedestrian run over,2,1,0,1,Paved,Friday,9,6:40PM,NO,1,0,1,Paved,Yes,29,pm,Yes,Lack of focus,With fatal victims,dusk,clear,2021,
1249,Collision with a car,2,1,0,1,Paved,Friday,9,2:00PM,NO,1,1,2,Paved,Yes,29,pm,Yes,Lack of focus,With fatal victims,Night,clear,2021,
1250,Overturns,3,2,0,1,Paved,Saturday,9,12:00PM,NO,1,0,1,Paved,Yes,30,pm,Yes,Overspeed,With fatal victims,Midday,clear,2021,
1251,Pedestrian run over,2,1,0,1,Paved,Saturday,9,2:00PM,NO,1,0,1,Paved,Yes,30,pm,Yes,Lack of focus,With fatal victims,Midday,clear,2021,
1252,Overturns,2,0,1,1,Paved,Sunday,9,2:30PM,NO,1,1,2,Paved,Yes,31,pm,No,Overspeed,with injured victims,Midday,clear,2021,
1253,Collision with a car,1,1,0,0,Paved,Sunday,9,12:00PM,NO,0,1,1,Paved,Yes,31,pm ,No,Overspeed,With fatal victims,Midday,clear,2021,
1254,Collision with a car,3,1,0,2,Paved,Sunday,9,7:30PM,NO,1,2,3,Paved,Yes,31,pm,No,Overspeed,With fatal victims,Night,clear,2021,
1255,Collision with a car,4,2,2,0,Paved,Monday,10,7:15AM,NO,2,0,2,Paved,Yes,1,am,No,Overspeed,With fatal victims,Morning,clear,2021,
1256,Collision with a car,4,0,3,1,Paved,Monday,10,2:00PM,NO,2,0,2,Paved,Yes,1,pm,No,Lack of focus,with injured victims,Night,clear,2021,
1257,Overturns,2,0,1,1,Paved,Tuesday,10,6:30PM,NO,0,1,1,Paved,Yes,2,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1258,Collision with a car,6,2,3,1,Paved,Tuesday,10,6:46PM,NO,1,1,2,Paved,Yes,2,pm,No,Lack of focus,With fatal victims,dusk,clear,2021,
1259,Collision with a car,2,1,1,0,Paved,Tuesday,10,5:30APM,NO,2,0,2,Paved,Yes,2,pm,No,Overspeed,With fatal victims,dusk,clear,2021,
1260,Pedestrian run over,2,0,1,1,Paved,Wednesday,10,6:30AM,NO,0,1,1,Paved,Yes,3,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1261,Collision with a fixed object,2,0,2,0,Paved,Wednesday,10,10:30PM,NO,0,1,1,Paved,Yes,3,pm,No,Lack of focus,with injured victims,Night,clear,2021,
1262,Collision with a car,3,0,2,1,Paved,Wednesday,10,8:50AN,NO,2,0,2,Paved,Yes,3,am,No,Irregular rotation,with injured victims,Morning,clear,2021,
1263,Overturns,2,1,1,0,Paved,Thursday,10,10:00PM,NO,0,1,1,Paved,Yes,4,pm,No,Overspeed,With fatal victims,Night,clear,2021,
1264,Collision with a fixed object,2,0,2,0,Paved,Thursday,10,12:15PM,NO,1,0,1,Paved,Yes,4,pm,No,Overspeed,with injured victims,Midday,clear,2021,
1265,Collision with a car,6,1,3,2,Paved,Thursday,10,12:30PM,NO,2,1,3,Paved,Yes,4,pm,No,Irregular rotation,With fatal victims,Midday,clear,2021,
1266,Collision with a car,2,0,2,0,Paved,Thursday,10,8:00PM,NO,0,2,2,Paved,Yes,4,pm,No,Irregular rotation,with injured victims,Night,clear,2021,
1267,Collision with a car,7,1,6,0,Paved,Thursday,10,9:30PM,NO,2,0,2,Paved,Yes,4,pm,NO,Overspeed,With fatal victims,Night,clear,2021,
1268,Collision with a car,2,1,0,1,Paved,Thursday,10,3:00PM,NO,0,2,2,Paved,Yes,4,pm,NO,Overspeed,With fatal victims,Midday,clear,2021,
1269,Collision with a car,3,0,1,1,Paved,Friday,10,1:00AM,NO,2,0,2,Paved,Yes,5,am,Yes,Overspeed,with injured victims,Night,clear,2021,
1270,Collision with a car,2,0,1,1,Paved,Friday,10,12:50PM,NO,1,1,2,Paved,Yes,5,pm,Yes,Overspeed,with injured victims,Midday,clear,2021,
1271,Collision with a car,3,1,2,0,Paved,Saturday,10,9:30AM,No,0,2,2,Paved,Yes,6,am,Yes,Overspeed,With fatal victims,Morning,clear,2021,
1272,Overturns,1,0,1,0,Paved,Saturday,10,12:18PM,No,1,0,1,Paved,Yes,6,pm,Yes,Overspeed,with injured victims,Midday,clear,2021,
1273,Collision with a car,2,1,0,1,Paved,Saturday,10,9:45PM,No,2,0,2,Paved,Yes,6,pm,Yes,Overspeed,With fatal victims,Night,clear,2021,
1274,Collision with a car,5,0,3,2,Paved,Sunday,10,5:00AM,No,0,2,2,Paved,Yes,7,am,No,Overspeed,with injured victims,Dawn,clear,2021,
1275,Collision with a car,4,1,2,0,Paved,Sunday,10,2:00PM,No,2,0,2,Paved,Yes,7,pm,No,Overspeed,With fatal victims,Midday,clear,2021,
1276,Collision with a car,8,0,3,6,Paved,Sunday,10,6:30AM,No,1,1,2,Paved,Yes,7,am,No,Irregular rotation,with injured victims,Morning,clear,2021,
1277,Collision with a car,6,2,3,1,Paved,Monday,10,12:55PM,No,0,2,2,Paved,Yes,8,pm,No,Lack of focus,With fatal victims,Midday,clear,2021,
1278,Collision with a car,2,0,1,1,Paved,Monday,10,5:00PM,No,1,1,2,Paved,Yes,8,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1279,Collision with a car,3,0,2,1,Paved,Monday,10,10:00AM,NO,1,1,2,Paved,Yes,8,am,No,Irregular overtaking,with injured victims,Morning,clear,2021,
1280,Collision with a fixed object,1,0,1,0,Paved,Monday,10,12:30PM,No,0,1,1,Paved,Yes,8,pm,No,Lack of focus,with injured victims,Midday,clear,2021,
1281,Overturns,1,1,0,0,Paved,Monday,10,12:00PM,No,1,0,1,Paved,Yes,8,pm,No,Lack of focus,With fatal victims,Midday,clear,2021,
1282,Overturns,8,2,6,0,Paved,Tuesday,10,1:00PM,No,1,0,1,Paved,Yes,9,pm,NO,Lack of focus,With fatal victims,Midday,clear,2021,
1283,Pedestrian run over,1,0,1,1,Paved,Tuesday,10,11:20AM,No,1,0,1,Paved,Yes,9,am,NO,Overspeed,with injured victims,Morning,clear,2021,
1284,Collision with a car,5,0,3,2,Paved,Wednesday,10,6:21PM,No,3,0,3,Paved,Yes,9,pm,NO,Irregular overtaking,with injured victims,dusk,clear,2021,
1285,Pedestrian run over,2,0,1,1,Paved,Friday,10,8:30PM,No,0,1,1,Paved,Yes,11,pm,Yes,Lack of focus,with injured victims,Night,clear,2021,
1286,Overturns,1,0,1,0,Paved,Friday,10,10:45AM,No,1,0,1,Paved,Yes,11,am,Yes,Overspeed,with injured victims,Morning,clear,2021,
1287,Collision with a car,2,0,1,1,Paved,Friday,10,3:30PM,NO,2,0,2,Paved,Yes,11,pm,Yes,Lack of focus,with injured victims,Midday,clear,2021,
1288,Pedestrian run over,2,0,1,1,Paved,Saturday,10,9:06PM,No,0,1,1,Paved,Yes,12,pm,Yes,Lack of focus,with injured victims,Night,clear,2021,
1289,Collision with a car,3,1,1,1,Paved,Saturday,10,5:00PM,NO,2,0,2,Paved,Yes,12,pm,NO,Lack of focus,With fatal victims,dusk,clear,2021,
1290,Pedestrian run over,2,0,1,1,Paved,Sunday,10,11:30PM,NO,1,0,1,Paved,Yes,13,pm,NO,Lack of focus,With injured victims,Night,clear,2021,
1291,Collision with a car,5,0,5,0,Paved,Sunday,10,10:30PM,NO,0,2,2,Paved,Yes,13,pm,NO,Irregular overtaking,With injured victims,Night,clear,2021,
1292,Pedestrian run over,2,0,1,1,Paved,Sunday,10,11:00PM,NO,1,0,1,Paved,Yes,13,pm,NO,Lack of focus,With injured victims,Night,clear,2021,
1293,Collision with a car,2,0,1,1,Paved,Monday,10,5:40PM,NO,2,0,2,Paved,Yes,14,pm,NO,Overspeed,With injured victims,dusk,clear,2021,
1294,Collision with a car,11,0,9,2,Paved,Monday,10,2:40PM,NO,1,2,3,Paved,Yes,14,pm,NO,Lack of focus,With injured victims,Midday,clear,2021,
1295,Collision with a car,3,1,1,0,Paved,Monday,10,6:15PM,NO,1,1,2,Paved,Yes,14,pm,NO,Irregular rotation,With fatal victims,dusk,clear,2021,
1296,Collision with a car,8,0,8,0,Paved,Monday,10,11:00PM,NO,1,1,2,Paved,Yes,14,pm,NO,Overspeed,with injured victims,Night,clear,2021,
1297,Collision with a car,3,1,2,0,Paved,Monday,10,4:30PM,NO,2,0,2,Paved,Yes,14,pm,NO,Irregular overtaking,With fatal victims,dusk,clear,2021,
1298,Collision with a fixed object,2,0,1,1,Paved,Wednesday,10,5:00PM,NO,1,0,1,Paved,Yes,16,pm,NO,Lack of focus,with injured victims,dusk,clear,2021,
1299,Collision with a fixed object,1,1,0,1,Paved,Wednesday,10,11:00AM,NO,0,1,1,Paved,Yes,16,am,NO,Overspeed,With fatal victims,Morning,clear,2021,
1300,Collision with a car,4,0,3,1,Paved,Thursday,10,2:40PM,NO,1,2,3,Paved,Yes,17,pm,No,Irregular overtaking,with injured victims,Midday,clear,2021,
1301,Pedestrian run over,3,1,1,1,Paved,Thursday,10,1:40PM,NO,1,0,1,Paved,Yes,17,pm,No,Lack of focus,With fatal victims,Midday,clear,2021,
1302,Pedestrian run over,2,1,0,1,Paved,Thursday,10,1:30PM,NO,0,1,1,Paved,Yes,17,pm,No,Lack of focus,With fatal victims,Midday,clear,2021,
1303,Overturns,1,1,0,1,Paved,Friday,10,10:05AM,NO,1,0,1,Paved,Yes,18,am,Yes,Overspeed,With fatal victims,Morning,clear,2021,
1304,Collision with a car,11,1,9,1,Paved,Saturday,10,11:42PM,NO,2,1,3,Paved,Yes,20,pm,Yes,Irregular overtaking,With fatal victims,Night,clear,2021,
1305,Collision with a car,4,0,3,1,Paved,Sunday,10,11:30PM,NO,0,2,2,Paved,Yes,21,pm,No,Irregular rotation,with injured victims,Night,clear,2021,
1306,Overturns,3,1,2,3,Paved,Sunday,10,9:30PM,NO,1,0,1,Paved,Yes,21,pm,No,Lack of focus,With fatal victims,Night,clear,2021,
1307,Collision with a fixed object,2,0,2,0,Paved,Monday,10,10:00PM,NO,0,1,1,Paved,Yes,22,pm,No,Lack of focus,with injured victims,Night,clear,2021,
1308,Collision with a car,5,0,2,3,Paved,Tuesday,10,11:50AM,NO,2,2,4,Paved,Yes,23,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1309,Collision with a car,3,0,2,1,Paved,Tuesday,10,5:30PM,NO,1,2,3,Paved,Yes,23,pm,No,Overspeed,with injured victims,dusk,clear,2021,
1310,Collision with a fixed object,5,0,5,0,Paved,Thursday,10,1:45PM,NO,0,1,0,Paved,Yes,23,pm,No,Overspeed,with injured victims,dusk,clear,2021,
1311,Pedestrian run over,2,0,1,1,Paved,Wednesday,10,5:40PM,NO,1,0,1,Paved,Yes,24,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1312,Overturns,1,0,1,0,Paved,Wednesday,10,5:40PM,NO,1,0,1,Paved,Yes,24,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1313,Pedestrian run over,2,0,1,1,Paved,Thursday,10,1:29AM,NO,0,1,1,Paved,Yes,25,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1314,Collision with a fixed object,5,0,5,0,Paved,Saturday,10,5:00AM,NO,0,1,1,Paved,Yes,27,am,Yes,Lack of focus,with injured victims,Morning,clear,2021,
1315,Collision with a car,2,0,1,1,Paved,Saturday,10,4:00AM,NO,1,1,2,Paved,Yes,27,am,Yes,Lack of focus,with injured victims,Dawn,clear,2021,
1316,Collision with a car,4,0,4,0,Paved,Sunday,10,12:30PM,NO,2,0,2,Paved,Yes,28,pm,No,Irregular overtaking,with injured victims,Midday,clear,2021,
1317,Collision with a car,2,1,0,1,Paved,Sunday,10,5:00PM,NO,1,0,1,Paved,Yes,28,pm,No,Lack of focus,With fatal victims,Midday,clear,2021,
1318,Collision with a car,4,1,3,0,Paved,Monday,10,1:45AM,NO,1,1,2,Paved,Yes,29,am,No,Irregular rotation,With fatal victims,Night,clear,2021,
1319,Pedestrian run over,3,0,1,2,Paved,Monday,10,12:00PM,NO,1,0,1,Paved,Yes,29,pm,No,Lack of focus,with injured victims,Midday,clear,2021,
1320,Pedestrian run over,2,0,1,1,Paved,Monday,10,6:30PM,NO,0,1,1,Paved,Yes,29,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
1321,Collision with a fixed object,2,0,1,1,Paved,Monday,10,3:30PM,NO,1,0,1,Paved,Yes,29,pm,No,Overspeed,with injured victims,dusk,clear,2021,
1322,Overturns,2,0,1,1,Paved,Tuesday,10,9:42AM,NO,1,0,1,Paved,Yes,30,am,No,Lack of focus,with injured victims,Morning,clear,2021,
1323,Overturns,5,0,1,3,Paved,Tuesday,10,12:30PM,NO,0,1,1,Paved,Yes,30,pm,No,Lack of focus,with injured victims,Midday,clear,2021,
1324,Collision with a car,5,1,2,2,Paved,Tuesday,10,6:15PM,NO,1,2,3,Paved,Yes,30,pm,No,Irregular overtaking,With fatal victims,dusk,clear,2021,
1325,Collision with a car,2,0,1,1,Paved,Wednesday,10,4:30AM,NO,2,0,2,Paved,Yes,31,am,No,Irregular rotation,with injured victims,Dawn,clear,2021,
1326,Overturns,2,1,1,0,Paved,Thursday,10,2:00PM,NO,1,0,1,Paved,Yes,1,pm,No,Overspeed,With fatal victims,Midday,clear,2021,
1327,Overturns,1,0,1,0,Paved,Thursday,10,5:35PM,NO,1,0,1,Paved,Yes,1,pm,No,Overspeed,with injured victims,dusk,clear,2021,
1328,Collision with a car,3,2,1,0,Paved,Thursday,10,7;30PM,NO,1,1,2,Paved,Yes,1,pm,No,Lack of focus,With fatal victims,Night,clear,2021,
1329,Collision with a car,8,2,6,0,Paved,Friday,10,9:15PM,NO,3,2,4,Paved,Yes,2,pm,Yes,Irregular overtaking,With fatal victims,Night,clear,2021,
1330,Overturns,1,0,1,0,Paved,Friday,10,2:30PM,NO,1,0,1,Paved,Yes,2,pm,Yes,Overspeed,with injured victims,Midday,clear,2021,
1331,Collision with a caer,2,1,0,1,Paved,Saturday,10,2:50AM,NO,1,1,2,Paved,Yes,3,am,Yes,Overspeed,With fatal victims,Dawn,clear,2021,
1332,Collision with a fixed object,2,0,1,0,Paved,Saturday,10,5:20AM,NO,0,1,1,Paved,Yes,3,am,Yes,Lack of focus,With fatal victims,Dawn,clear,2021,
1333,Collision with a car,3,0,2,1,Paved,Sunday,10,5:15AM,NO,2,0,2,Paved,Yes,4,am,No,Overspeed,with injured victims,Dawn,clear,2021,
1334,Collision with a fixed object,1,1,0,0,paved,Sunday,1,09:30:00AM,NO,0,1,1,paved,Yes,1,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1335,Collision with a car,2,1,1,0,paved,Sunday,1,08:30:00AM,NO,0,2,2,paved,Yes,1,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1336,Collision with a car,2,0,2,0,paved,Sunday,1,07:15:00AM,NO,0,2,2,paved,Yes,1,AM,NO,Lack of focus,With injured victims,Morning,clear,2023,
1337,Overturns,1,0,1,0,paved,Sunday,1,04:40:00AM,NO,0,1,1,paved,Yes,1,AM,NO,Lack of focus,With injured victims,Dawn,clear,2023,
1338,Collision with a car,3,1,0,2,paved,Sunday,1,07:40:00AM,NO,0,3,3,paved,Yes,1,AM,NO,Overspeed,With fatal victims,Morning,clear,2023,
1339,Pedestrian run over,2,0,1,1,paved,Monday,1,12:30:00PM,NO,0,1,1,paved,Yes,2,PM,NO,Lack of focus,With injured victims,Midday,clear,2023,
1340,Collision with a car,3,0,3,0,paved,Tuesday,1,12:30:00PM,NO,0,2,2,paved,Yes,3,PM,NO,Overspeed,With injured victims,Midday,clear,2023,
1341,Collision with a fixed object,2,1,1,0,paved,Wednesday,1,10:55:00PM,NO,0,1,1,paved,Yes,4,PM,NO,Overspeed,With fatal victims,Night,clear,2023,
1342,Collision with a car,2,0,1,1,paved,wednesday,1,10:25:00AM ,NO,1,1,2,paved,Yes,4,AM,NO,Overspeed,With injured victims-,Morning,clear,2023,
1343,Collision with a fixed object,1,1,0,0,paved,Thursday,1,09:00:00PM,NO,1,0,1,paved,Yes,5,PM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1344,Collision with a car ,2,0,1,1,paved,Thursday,1,8:00:00AM,NO,1,1,2,paved,Yes,5,AM,NO,Overspeed,With injured victims,Morning,clear,2023,
1345,Overturns,1,0,1,0,paved,Thursday,1,03:30:00PM,NO,0,1,1,paved,Yes,5,PM,NO,Overspeed,With injured victims,Midday,clear,2023,
1346,Collision with a fixed object,4,1,3,0,paved,Thursday,1,10:40:00AM,NO,1,0,1,paved,Yes,5,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1347,Pedestrian run over,2,1,0,1,paved,Thursday,1,11:00:00PM,NO,0,1,1,paved,Yes,5,PM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1348,Collision with a car,5,0,3,2,paved,Thursday,1,06:35:00PM,NO,1,1,2,paved,Yes,5,PM,NO,Lack of focus,With injured victims,Dusk,clear,2023,
1349,Overturns ,3,1,2,0,paved,Friday,1,05:00:00PM,NO,0,1,1,paved,Yes,6,PM,Yes,Lack of focus,With fatal victims,Dusk,clear,2023,
1350,Collision with a car,2,0,1,1,paved,Friday,1,06:45:00PM,NO,2,0,2,paved,Yes,6,PM,Yes,Lack of focus,With injured victims,Dusk,clear,2023,
1351,Collision with a car,3,0,1,2,paved,Friday,1,06:00:00AM,NO,1,1,2,paved,Yes,6,AM,Yes,Lack of focus,With injured victims,Morning,clear,2023,
1352,Collision with a car,9,1,8,0,paved,Saturday,1,07:00:00pM,NO,3,0,3,paved,Yes,7,PM,Yes,Overspeed,With fatal victims,Night,clear,2023,
1353,Collision with a car,3,0,1,2,paved,Saturday,1,01:40:00PM,NO,2,1,3,paved,Yes,7,PM,Yes,Lack of focus,With injured victims,Midday,clear,2023,
1354,Collision with a car,3,1,2,0,paved,Saturday,1,04:0:00PM,NO,0,2,2,paved,Yes,7,PM,Yes,Overspeed,With fatal victims,Dusk,clear,2023,
1355,Overturns ,1,0,1,0,paved,Saturday,1,11:00:00AM,NO,1,0,1,paved,Yes,7,AM,Yes,Overspeed,With injured victims-,Morning,clear,2023,
1356,Collision with a car,2,2,0,0,paved,Sunday,1,03:20:00PM,NO,1,1,2,paved,Yes,8,PM,NO,Lack of focus,With fatal victims,Midday,clear,2023,
1357,Pedestrian run over,2,0,1,1,paved,Sunday,1,07:00:00PM,NO,0,1,1,paved,Yes,8,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1358,Collision with a fixed object,1,1,0,0,paved,Sunday,1,02:30:00AM,NO,0,1,1,paved,Yes,8,AM,NO,Overspeed,With fatal victims ,Dawn,clear,2023,
1359,Overturns,1,1,0,0,paved,Sunday,1,05:30:00AM,NO,1,0,1,paved,Yes,8,AM,NO,Overspeed,With fatal victims ,Dawn,clear,2023,
1360,Overturns,2,1,1,0,paved,Monday,1,08:09:00PM,NO,1,0,1,paved,Yes,9,PM,NO,Overspeed,With fatal victims ,Night,clear,2023,
1361,Pedestrian run over,2,0,1,1,paved,Monday,1,04:40:00PM,NO,0,1,1,paved,Yes,9,PM,NO,Lack of focus,With injured victims,Dusk,clear,2023,
